Sample_id,GSM803665,GSM803666,GSM803667,GSM803668,GSM803669,GSM803670,GSM803671,GSM803672,GSM803723,GSM803724,GSM803725,GSM803726,GSM803727,GSM803728,GSM803729,GSM803730,GSM803781,GSM803782,GSM803783,GSM803784,GSM803785,GSM803786,GSM803787,GSM102682,GSM102683
211700_s_at,6,7,7,7,5,6,7,6,5,6,6,8,5,6,7,5,5,6,7,8,6,8,5,67,31
211701_s_at,4,5,5,5,4,5,7,4,4,5,5,6,4,5,6,4,4,5,5,6,5,7,4,82,24
211702_s_at,8,8,7,8,8,9,7,8,8,7,7,8,8,9,8,8,8,7,7,8,9,8,8,102,95
211703_s_at,8,9,8,8,9,8,9,9,8,9,8,8,9,8,9,9,8,9,8,8,8,9,9,358,182
211704_s_at,6,7,6,7,6,6,6,6,6,7,6,7,6,6,6,6,6,7,6,7,6,6,6,156,54
211705_s_at,5,5,4,4,4,5,5,4,5,4,4,4,4,5,5,5,4,4,4,4,5,4,4,4,4
211706_s_at,5,5,5,4,4,5,4,5,4,5,5,4,5,5,4,5,4,5,5,5,5,4,4,4,2
211707_s_at,7,7,7,8,7,7,7,7,7,7,6,8,7,7,7,7,7,7,7,7,7,7,7,192,115
211708_s_at,10,10,10,8,10,11,10,9,9,8,9,8,10,11,8,9,10,9,10,8,11,9,9,345,5
211709_s_at,5,8,9,8,6,6,10,6,6,8,10,9,6,6,10,7,6,8,10,9,6,10,7,289,141
211710_x_at,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,13,13,13,14,13,13,13,13,8265,6828
211711_s_at,6,7,7,7,7,7,7,5,7,7,7,6,7,7,7,5,7,6,6,7,7,6,5,237,162
211712_s_at,4,4,6,4,4,4,4,5,4,4,6,4,4,4,5,4,4,4,6,4,5,5,5,62,171
211713_x_at,9,9,8,8,8,8,8,7,9,9,8,8,8,8,8,7,9,9,8,8,8,8,7,86,41
211714_x_at,13,13,12,13,13,13,12,12,13,13,12,13,13,13,12,13,12,13,12,13,13,12,13,2696,1637
211715_s_at,5,8,7,8,8,5,8,5,5,8,8,8,8,5,8,5,5,8,8,8,5,8,5,126,148
211716_x_at,9,9,8,9,9,11,9,9,10,10,9,9,9,11,10,9,9,9,9,9,10,9,9,423,295
211717_at,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,8,6,6,7,77,67
211718_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,11,1
211719_x_at,10,12,10,11,13,9,12,9,10,12,11,11,13,9,12,10,12,12,11,13,10,13,12,5551,1235
211720_x_at,13,13,13,13,13,13,14,13,13,13,13,13,13,13,14,13,14,13,13,13,13,14,13,9761,8870
211721_s_at,6,6,6,6,5,6,6,6,6,6,6,7,5,6,6,6,5,6,5,6,6,6,6,159,71
211722_s_at,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,30
211724_x_at,7,7,7,7,7,8,7,8,7,8,7,8,7,8,8,8,7,7,7,8,8,7,8,375,260
211725_s_at,8,8,8,7,8,8,8,7,8,8,8,7,8,8,8,8,8,8,7,7,8,8,8,134,78
211726_s_at,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,139,28
211727_s_at,10,9,9,10,9,9,10,9,10,9,8,10,9,9,10,10,10,9,8,10,9,10,10,695,476
211728_s_at,5,5,4,5,4,5,4,4,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,16,20
211729_x_at,8,9,9,8,9,9,9,10,8,9,9,8,10,9,9,10,8,9,9,9,9,9,10,752,451
211730_s_at,12,12,11,11,12,12,12,12,12,12,12,11,12,12,12,12,11,11,11,11,12,11,11,1819,1218
211731_x_at,4,5,4,7,4,4,4,4,4,4,4,7,4,4,4,4,4,5,4,8,4,4,4,24,11
211732_x_at,4,4,6,7,7,7,8,8,4,4,6,8,7,7,8,8,4,4,6,8,7,8,8,191,68
211733_x_at,9,10,10,9,10,9,10,10,9,10,9,9,10,9,10,10,9,10,9,9,9,10,10,1841,1349
211734_s_at,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,1415,1004
211735_x_at,6,5,5,5,5,6,6,6,6,5,6,6,6,6,6,6,6,5,6,5,6,5,6,3,2
211736_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,10,3
211737_x_at,4,4,3,6,3,4,4,5,4,4,4,6,4,4,3,6,4,3,3,7,4,4,8,202,123
211738_x_at,6,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,27,27
211739_x_at,4,4,4,4,3,3,4,4,4,4,3,3,4,4,4,3,4,4,3,3,4,4,3,2,1
211740_at,3,3,3,3,2,3,3,3,2,2,3,3,2,3,3,3,2,3,3,2,3,3,3,40,16
211741_x_at,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,4,14
211742_s_at,3,3,3,5,4,3,4,3,3,4,3,5,4,3,4,3,3,3,3,4,3,4,3,251,101
211743_s_at,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,35,18
211744_s_at,8,9,9,9,9,9,8,8,8,8,9,9,9,9,8,8,7,9,9,9,9,8,8,297,208
211745_x_at,6,6,5,6,5,5,6,6,6,5,5,6,6,6,6,6,6,5,6,6,6,6,5,1336,609
211746_x_at,11,11,10,11,11,11,11,11,12,11,10,11,11,11,11,11,11,12,10,11,11,11,11,2011,1312
211747_s_at,11,10,10,11,10,11,10,10,11,10,10,11,10,11,10,10,10,10,9,11,11,10,10,918,510
211748_x_at,7,7,10,7,7,7,7,7,7,7,10,7,7,7,7,7,7,7,11,7,7,7,7,1492,946
211749_s_at,9,10,10,10,11,9,11,10,9,10,10,10,10,9,10,10,9,10,10,10,9,11,10,1257,721
211750_x_at,13,13,12,13,13,13,12,13,13,13,12,13,13,13,12,13,13,13,12,13,13,12,13,4313,3178
211751_at,3,3,3,3,3,2,3,3,3,3,2,2,3,3,3,3,2,3,3,2,3,3,3,11,11
211752_s_at,9,9,9,9,9,9,9,10,9,9,9,9,9,9,9,10,9,9,9,9,9,9,10,285,191
211753_s_at,5,4,4,4,5,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,5,4,4,34,17
211754_s_at,7,9,8,10,9,8,8,8,7,8,8,10,9,8,8,8,7,8,8,10,8,8,8,149,131
211755_s_at,12,12,11,12,12,12,12,12,12,12,11,12,12,12,12,12,12,12,11,12,12,12,12,3333,2479
211756_at,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,10,1
211758_x_at,10,9,9,9,10,9,9,9,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,787,398
211759_x_at,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,9,10,10,461,217
211760_s_at,6,5,5,4,6,5,5,6,6,5,5,4,6,5,5,5,5,5,5,5,5,5,5,95,65
211761_s_at,10,10,10,10,9,10,9,9,10,10,10,10,9,10,9,9,9,10,10,10,10,9,9,742,383
211762_s_at,12,12,11,12,12,12,11,10,12,12,11,12,12,12,11,11,11,12,11,12,12,11,11,509,271
211763_s_at,8,8,8,9,8,8,8,8,8,8,8,9,8,8,8,7,7,8,7,9,8,8,7,532,359
211764_s_at,8,8,8,8,8,8,7,7,8,8,8,7,7,8,7,7,7,8,7,7,8,7,7,334,143
211765_x_at,13,14,13,14,13,14,13,13,13,14,13,14,13,14,13,14,13,13,13,13,14,13,14,8356,6890
211766_s_at,3,3,3,4,3,4,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,4,9
211767_at,8,7,7,7,8,8,6,5,8,7,6,7,7,7,6,6,8,7,7,8,8,6,8,5,5
211768_at,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,29,30
211769_x_at,10,10,10,10,9,10,10,11,10,9,9,10,9,10,10,10,10,9,9,10,9,10,10,1030,384
211771_s_at,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8,11
211772_x_at,5,4,5,4,4,5,5,4,4,4,4,4,4,5,4,4,4,4,4,4,5,4,4,13,2
211773_s_at,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,52,29
211774_s_at,6,6,7,7,6,6,7,7,6,6,7,7,6,6,7,9,6,6,7,8,6,6,7,28,56
211775_x_at,2,2,3,2,3,3,3,2,3,2,3,2,3,2,2,2,3,3,3,3,2,3,3,24,6
211776_s_at,5,9,7,6,8,8,8,9,5,9,7,6,8,8,8,8,5,9,7,7,8,8,8,185,70
211778_s_at,4,4,4,5,4,5,4,4,5,4,4,5,5,5,5,4,4,4,4,4,4,4,4,108,99
211779_x_at,8,8,7,7,8,8,8,9,8,9,8,8,9,9,8,9,8,9,8,8,9,8,9,435,269
211780_x_at,8,8,8,8,9,8,8,8,8,8,8,8,9,8,8,8,9,8,8,9,8,8,9,243,163
211781_x_at,5,5,5,6,5,5,5,5,5,6,5,6,6,6,6,5,5,6,5,6,6,6,5,93,74
211782_at,3,3,3,4,3,3,3,3,4,3,3,4,3,3,3,3,3,3,3,4,3,3,3,22,9
211783_s_at,8,7,7,7,7,7,7,8,8,7,8,7,7,8,8,8,8,7,8,8,8,7,8,300,227
211784_s_at,11,11,10,11,11,11,11,11,12,11,10,11,11,11,11,10,11,12,10,12,11,11,11,1779,982
211786_at,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7
211787_s_at,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,3300,2316
211788_s_at,4,4,4,4,4,4,4,4,5,4,4,5,4,4,4,4,4,4,4,5,4,4,4,3,7
211789_s_at,4,3,3,4,4,4,4,4,4,3,3,4,4,4,3,4,4,4,4,5,4,4,4,4,11
211790_s_at,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4
211791_s_at,6,6,7,6,7,7,7,6,6,6,6,6,7,7,6,6,6,7,7,7,7,7,6,6,2
211792_s_at,7,7,7,7,7,6,7,6,8,7,7,7,7,7,7,7,8,8,7,7,7,7,7,125,64
211793_s_at,8,8,8,8,9,8,8,8,8,8,8,8,8,8,8,8,8,7,8,8,8,8,8,71,55
211794_at,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,5,4,4,5,4,5,4,5,8,2
211795_s_at,4,5,5,4,5,7,5,7,4,5,5,4,4,7,5,7,4,4,5,4,7,4,6,64,15
211796_s_at,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,277,102
211797_s_at,8,8,7,7,8,8,8,8,8,8,7,8,7,8,8,8,7,8,7,8,8,8,8,151,91
211798_x_at,5,5,5,5,5,6,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,75,42
211799_x_at,8,9,10,8,9,8,9,9,8,9,10,8,9,8,9,8,8,8,10,8,8,9,8,1041,1107
211800_s_at,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,513,325
211801_x_at,7,7,7,8,7,7,7,7,7,7,7,8,7,7,7,7,7,7,7,8,7,7,7,110,60
211802_x_at,7,6,6,7,6,7,6,7,7,6,6,7,7,7,6,7,6,6,7,6,7,6,6,9,5
211803_at,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,6
211804_s_at,8,10,12,10,10,10,11,8,8,9,12,10,9,10,11,8,8,9,12,10,11,11,8,67,81
211805_s_at,6,5,5,6,5,7,5,5,6,5,5,5,5,7,6,5,6,6,5,5,7,5,5,37,15
211806_s_at,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,51,27
211807_x_at,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,6,6,5,5,5,5,65,50
211808_s_at,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,42,3
211809_x_at,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,54,33
211810_s_at,6,4,6,6,4,4,4,5,6,4,5,7,4,4,4,5,6,4,6,8,5,4,5,65,16
211811_s_at,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,4,3,3,3,3,3,3,3,10,4
211812_s_at,4,6,3,4,5,4,6,4,4,5,3,4,4,3,5,3,3,5,3,3,3,6,4,34,18
211813_x_at,6,5,6,5,5,7,6,5,6,5,5,5,6,7,6,5,5,5,5,5,7,6,5,8537,5714
211814_s_at,7,7,7,7,7,6,7,4,7,6,6,6,6,6,6,5,6,7,6,7,6,7,5,17,15
211815_s_at,6,5,5,5,5,6,5,6,6,5,5,5,5,6,6,5,6,6,6,6,6,6,6,60,33
211816_x_at,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,11
211817_s_at,5,5,5,5,5,5,5,6,6,5,5,5,6,6,5,5,6,6,5,5,5,5,6,24,3
211818_s_at,6,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,23
211819_s_at,4,5,6,4,4,5,5,4,4,5,5,5,4,5,5,5,4,4,6,4,5,5,4,65,24
211820_x_at,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,4,3,4,6,16
211821_x_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,14,13
211822_s_at,5,4,4,4,4,4,4,4,5,4,4,5,4,4,4,4,5,5,4,5,4,4,4,189,102
211823_s_at,7,5,6,5,6,4,6,6,7,5,5,5,6,5,5,5,7,5,5,6,5,6,5,42,2
211824_x_at,4,4,4,4,4,4,4,4,5,4,4,5,4,4,4,4,4,5,4,5,4,4,4,175,101
211825_s_at,4,4,4,4,4,4,6,5,4,4,4,4,4,4,5,4,4,4,4,4,4,6,4,54,27
211826_s_at,4,5,4,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5,4,20,34
211827_s_at,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,14
211828_s_at,4,8,8,7,8,6,7,8,4,7,8,7,8,6,7,8,4,7,8,8,6,7,9,33,47
211829_s_at,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,7,3
211830_s_at,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,31,24
211831_s_at,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,24,7
211832_s_at,4,3,4,3,4,4,5,5,4,3,4,3,3,4,5,5,4,4,4,4,4,5,4,3,2
211833_s_at,7,7,7,6,7,7,7,8,7,7,7,6,7,7,7,7,9,7,8,8,8,9,9,82,30
211834_s_at,4,3,4,4,3,4,3,4,4,4,4,4,3,4,4,3,3,3,3,4,4,3,3,66,41
211835_at,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,8,3
211836_s_at,5,4,5,6,4,5,5,5,4,4,5,5,4,5,5,5,4,4,5,5,4,4,5,17,4
211837_s_at,6,6,7,6,6,6,7,7,6,6,6,6,6,7,6,6,6,6,6,6,7,7,6,14,4
211838_x_at,6,5,6,6,5,6,5,6,6,5,5,5,5,5,5,6,6,5,5,5,5,5,6,51,22
211839_s_at,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,3,2
211840_s_at,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,5,5
211841_s_at,6,5,5,5,5,5,5,5,6,5,5,5,5,6,5,5,6,5,5,5,5,5,5,117,73
211842_s_at,3,4,5,5,4,3,4,4,3,4,5,4,4,3,4,4,3,4,5,5,3,4,4,33,12
211843_x_at,3,3,3,4,3,3,3,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,73,59
211844_s_at,8,8,7,8,9,7,8,8,8,8,7,7,8,7,8,7,8,7,7,8,7,8,7,2,6
211845_at,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2
211846_s_at,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,4,4,48,36
211848_s_at,5,4,4,4,4,4,4,4,5,4,4,4,4,5,4,4,4,4,4,4,5,4,4,12,9
211849_s_at,6,5,5,5,5,5,5,5,6,4,4,5,4,5,4,5,5,4,5,6,5,5,5,23,12
211851_x_at,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,45,7
211852_s_at,6,7,8,7,8,7,8,8,6,7,8,8,8,7,8,7,7,7,8,8,7,8,8,179,118
211855_s_at,7,8,7,8,7,7,7,7,7,8,7,8,7,7,7,7,6,7,7,8,7,7,7,67,61
211856_x_at,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,25,18
211858_x_at,12,12,12,11,12,12,12,12,12,12,12,11,12,12,12,13,12,12,12,12,12,12,13,3149,1573
211861_x_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,2
211862_x_at,6,6,7,5,6,6,6,6,7,5,7,5,6,6,6,5,6,6,7,5,6,6,6,360,119
211863_x_at,7,6,7,6,6,7,6,7,7,6,7,6,6,7,6,6,6,6,7,6,7,6,6,31,14
211864_s_at,9,9,7,8,8,5,4,4,9,9,7,8,7,7,4,7,10,9,7,9,6,4,7,1149,470
211865_s_at,6,6,6,5,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,18,31
211866_x_at,7,6,6,6,6,7,6,6,7,6,7,6,6,7,6,6,6,6,7,5,7,6,6,35,35
211867_s_at,5,5,5,5,5,6,5,6,6,5,6,5,6,5,5,5,6,5,5,5,6,6,5,28,2
211868_x_at,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,59,18
211869_at,5,5,4,5,4,4,4,4,5,4,4,5,4,5,4,4,5,4,5,4,4,4,4,3,2
211870_s_at,5,5,5,5,4,5,5,5,5,5,4,5,4,5,5,5,5,4,4,4,5,5,5,2,3
211871_x_at,7,8,8,8,7,7,7,7,7,7,8,8,6,7,7,7,6,7,8,7,7,7,6,39,32
211872_s_at,6,5,5,6,5,5,5,6,5,5,5,6,5,5,5,6,6,5,6,6,6,5,5,16,2
211873_s_at,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3
211874_s_at,6,6,5,6,6,6,6,6,6,6,6,6,5,7,5,5,6,6,5,6,6,5,6,88,20
211875_x_at,5,4,4,4,4,4,4,5,5,4,4,4,4,4,4,4,5,4,4,4,4,4,4,8,2
211876_x_at,5,6,5,5,5,4,5,6,5,5,4,5,5,4,4,5,4,6,5,5,4,6,6,12,14
211877_s_at,3,3,3,3,3,3,4,3,3,3,3,3,4,3,3,3,4,4,3,3,3,4,3,3,1
211878_at,4,3,4,3,3,3,3,3,4,3,4,4,4,4,3,3,4,3,3,4,3,4,4,4,3
211879_x_at,5,5,5,4,4,5,5,6,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,10,21
211880_x_at,5,4,4,4,4,5,5,5,4,4,4,5,4,5,5,5,5,5,4,5,4,4,5,16,27
211881_x_at,6,6,6,5,6,6,6,6,6,5,6,5,6,6,6,6,6,5,6,6,6,6,6,49,38
211882_x_at,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4
211883_x_at,4,6,6,7,10,9,10,7,4,5,6,7,10,9,10,6,4,5,6,6,8,10,6,39,40
211884_s_at,5,5,5,5,5,4,4,5,5,4,5,5,5,5,4,5,4,5,5,5,5,5,5,5,15
211885_x_at,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,7,5
211886_s_at,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,9,12
211887_x_at,6,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,5,4,4,4,4,4,4,2,3
211888_x_at,5,5,5,5,5,6,5,6,6,5,6,5,6,5,5,6,5,5,5,5,5,5,5,6,5
211889_x_at,4,5,6,7,10,8,10,7,4,5,6,7,10,8,10,6,4,5,6,6,8,10,6,13,14
211890_x_at,4,9,10,11,10,10,11,9,4,9,10,11,10,10,11,10,4,7,10,10,10,10,8,153,175
211891_s_at,4,4,5,4,5,4,4,4,4,4,5,4,4,4,4,5,4,4,5,4,4,4,4,56,62
211892_s_at,4,4,5,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,5,4,4,4,4,48,27
211893_x_at,5,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,13,4
211894_x_at,6,5,5,5,5,5,5,5,6,5,6,5,5,5,5,5,5,5,5,5,5,5,5,71,19
211896_s_at,4,4,4,4,4,6,5,4,4,4,4,4,4,6,4,4,4,4,4,3,6,5,4,8770,5108
211897_s_at,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1
211898_s_at,4,4,4,5,4,5,4,5,5,4,4,4,4,4,4,5,4,4,4,4,4,4,5,4,1
211899_s_at,5,6,6,5,5,5,5,6,5,6,6,6,5,5,5,6,6,6,7,6,6,7,6,4,18
211900_x_at,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,34,8
211901_s_at,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,23,2
211902_x_at,5,5,5,5,5,5,5,4,5,4,5,5,5,4,5,4,4,4,5,5,5,5,5,378,99
211903_s_at,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,1
211904_x_at,6,5,5,5,5,5,5,5,6,4,5,5,5,5,4,5,5,5,5,5,6,5,5,23,6
211905_s_at,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,42,34
211906_s_at,2,2,3,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3,3,3,3,2,2,2,56
211907_s_at,3,3,3,3,4,3,3,3,3,3,3,4,4,3,3,4,3,3,4,3,4,3,3,7,1
211908_x_at,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,9,4
211909_x_at,3,4,3,3,3,3,4,3,3,3,4,3,3,3,3,4,4,3,4,3,4,4,3,3,10
211910_at,5,4,4,5,4,5,4,4,4,5,4,5,5,5,5,4,4,5,4,4,4,4,4,3,2
211911_x_at,9,11,12,10,10,10,10,10,9,11,12,10,10,10,11,10,9,10,12,10,10,11,9,4221,4293
211912_at,4,3,4,4,3,4,3,4,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,22,2
211913_s_at,4,4,7,4,5,10,7,5,4,4,7,5,5,10,6,5,4,4,7,4,10,6,4,89,59
211914_x_at,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,35,20
211915_s_at,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,6,11
211916_s_at,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,21,16
211917_s_at,3,3,3,2,2,3,2,3,3,3,2,2,3,3,3,3,3,3,3,3,3,2,2,28,16
211918_x_at,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,67,58
211919_s_at,4,5,5,5,5,6,6,5,4,4,5,4,4,6,6,5,4,4,4,4,6,6,4,170,116
211920_at,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,6,5,6,6,5,14,13
211921_x_at,12,12,12,12,11,11,11,10,12,12,12,12,11,11,11,11,13,12,12,12,11,12,12,4383,2202
211922_s_at,8,8,9,8,8,8,8,8,8,8,9,8,8,8,8,8,7,8,9,8,8,8,8,855,481
211923_s_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,8,6
211924_s_at,11,8,8,9,9,6,8,7,11,8,8,9,9,6,8,7,10,8,8,7,6,7,7,124,18
211925_s_at,4,4,3,4,4,4,4,5,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,5,13
211926_s_at,9,9,9,8,9,8,8,8,9,9,9,8,9,8,9,8,9,9,9,8,8,9,8,482,287
211927_x_at,13,13,13,12,13,13,13,13,13,13,13,12,13,13,13,13,13,13,13,12,13,13,13,8976,7531
211928_at,10,10,9,10,11,10,10,10,10,10,10,10,11,10,10,11,11,10,10,11,11,10,11,1292,816
211929_at,10,10,10,9,9,8,10,8,9,9,10,9,9,8,10,8,10,10,10,9,8,10,8,2090,1035
211930_at,8,8,9,8,9,7,9,7,8,8,8,8,8,8,8,7,9,9,9,8,8,9,8,961,384
211931_s_at,11,10,10,11,11,10,10,10,11,10,10,11,11,10,10,10,11,11,10,11,10,11,10,1179,803
211932_at,9,10,9,9,10,8,9,8,10,9,9,9,10,8,9,8,10,10,9,10,8,10,8,712,421
211933_s_at,11,10,10,10,10,9,11,9,11,10,10,10,10,9,11,9,10,10,10,10,9,11,9,1010,607
211934_x_at,10,10,9,9,10,10,10,10,10,10,9,9,10,10,10,10,10,10,10,9,10,10,11,433,262
211935_at,11,11,11,11,11,10,10,9,11,11,11,11,11,10,10,10,11,11,11,11,10,10,10,1169,885
211936_at,12,11,12,11,12,12,11,12,12,12,11,11,12,12,11,11,12,11,12,11,12,11,12,2203,1218
211937_at,11,10,11,11,10,11,11,12,11,10,11,11,11,11,11,11,11,10,11,11,11,11,11,1240,780
211938_at,11,10,11,11,10,10,11,11,11,10,11,11,10,10,11,11,12,10,11,11,10,11,11,2214,1504
211939_x_at,13,12,12,13,12,12,12,13,13,12,12,13,12,12,12,12,13,12,12,13,12,12,13,5281,4032
211940_x_at,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,12,12,7545,4778
211941_s_at,11,11,11,10,11,11,12,10,11,11,11,10,11,11,11,10,11,11,11,10,11,12,10,1972,1416
211942_x_at,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,12,12,13,13,8168,7207
211943_x_at,13,13,14,13,13,13,14,13,13,13,14,13,13,13,14,13,13,13,14,13,13,14,13,10005,8771
211944_at,7,8,8,7,8,8,8,8,7,7,8,7,8,8,8,8,8,7,7,7,8,8,8,216,39
211945_s_at,12,12,12,12,11,11,11,11,12,12,12,12,11,11,11,11,12,12,12,12,11,11,11,4459,2061
211946_s_at,10,10,11,10,10,10,11,11,10,10,11,10,10,10,11,11,11,11,11,11,10,11,11,2446,1380
211947_s_at,5,5,6,5,5,6,6,6,5,6,5,5,5,6,6,5,8,8,7,8,7,7,8,8,5
211948_x_at,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,720,71
211949_s_at,8,8,8,9,7,8,7,7,8,7,7,8,7,8,7,7,8,7,8,8,8,7,7,42,21
211950_at,8,9,8,9,10,9,9,10,8,9,9,10,10,9,10,10,9,9,8,10,9,10,10,2053,998
211951_at,10,10,10,11,10,11,10,10,11,10,10,11,10,11,10,10,11,11,10,11,11,10,10,783,447
211952_at,7,6,6,6,6,6,6,5,7,6,6,6,6,6,7,6,7,7,6,6,7,6,6,111,62
211953_s_at,10,9,9,9,8,8,9,8,10,8,8,8,8,8,9,8,9,9,8,8,8,9,8,447,187
211954_s_at,10,9,9,9,9,10,10,8,10,9,9,9,9,10,10,9,10,10,9,9,10,10,9,703,273
